id,title,imdbID,genre
4398,Speed Zone!,98369,"Comedy, Action"
4399,Le journal d'une femme de chambre,58249,"Crime, Drama"
4401,Donovan's Reef,57007,"Adventure, Comedy, Romance"
4402,Dr. Goldfoot and the Bikini Machine,59124,"Comedy, Sci-Fi"
4403,House of Usher,53925,"Drama, Fantasy, Horror"
4404,Faust: Love of the Damned,223268,"Fantasy, Horror"
4405,Der letzte Mann,15064,Drama
4406,The Man Who Shot Liberty Valance,56217,"Drama, Romance, Western"
4407,Salvador (Puig Antich),445691,Drama
4408,11'09''01 - September 11,328802,Drama
4409,Shadows and Fog,105378,Comedy
4410,Something Wild,91983,"Comedy, Crime, Romance"
4411,The Sons of Katie Elder,59740,Western
4412,The Thing with Two Heads,69372,"Comedy, Sci-Fi"
4413,Village of the Giants,59878,"Comedy, Sci-Fi"
4414,X,57693,"Horror, Sci-Fi, Thriller"
4415,Nice Dreams,82163,"Comedy, Crime"
4416,The Day the Earth Caught Fire,54790,"Drama, Sci-Fi, Romance"
4417,Quella villa accanto al cimitero,82966,Horror
4418,Things Are Tough All Over,84788,"Comedy, Action"
4419,All That Heaven Allows,47811,"Drama, Romance"
4420,The Barefoot Contessa,46754,"Crime, Drama, Mystery"
4421,Blackout,822791,Drama
4422,Viskningar och rop,69467,Drama
4423,The Entertainer,53796,Drama
4424,Il giardino dei Finzi Contini,65777,"Drama, History, War"
4425,Howling III,93227,"Comedy, Horror"
4426,Kiss Me Deadly,48261,"Crime, Film-Noir, Mystery"
4427,The Lion in Winter,63227,"Biography, Drama, History"
4428,The Misfits,55184,"Drama, Romance, Western"
4429,Moby Dick,120756,"Adventure, Drama, Thriller"
4430,Hot Popcorn: Movie Awards Greatest Moments,460824,Action
4431,Rembrandt,28167,"Biography, Drama"
4432,Sweet Smell of Success,51036,"Drama, Film-Noir"
4433,Written on the Wind,49966,Drama
4434,La decima vittima,59095,"Action, Comedy, Sci-Fi"
4435,Oberst Redl,89716,"Biography, Drama, History"
4436,Obsession,74991,"Drama, Mystery, Thriller"
4437,Suspiria,76786,"Horror, Mystery"
4438,Jing wu men,68767,"Action, Drama, Romance"
4439,Christiane F. - Wir Kinder vom Bahnhof Zoo,82176,"Biography, Drama"
4440,Tang shan da xiong,67824,"Action, Crime, Drama"
4441,Game of Death,77594,"Action, Crime, Drama"
4442,The Last Dragon,89461,"Action, Comedy, Drama"
4443,Outland,82869,"Action, Crime, Sci-Fi"
4444,Meng long guo jiang,68935,"Action, Comedy, Crime"
4445,T-Rex: Back to the Cretaceous,163862,"Adventure, Family, Fantasy"
4446,Final Fantasy: The Spirits Within,173840,"Animation, Action, Adventure"
4447,Legally Blonde,250494,"Comedy, Romance"
4448,The Score,227445,"Crime, Drama, Thriller"
4449,Adanggaman,262210,Drama
4450,Bully,242193,"Biography, Crime, Drama"
4451,Jump Tomorrow,273300,"Drama, Romance, Comedy"
4452,Made,227005,"Comedy, Crime, Drama"
4453,Michael Jordan to the Max,245280,"Documentary, Sport"
4454,More,188913,"Sci-Fi, Short, Animation"
4457,Bianca Beauchamp All Access 2: Rubberized,1275532,"Documentary, Reality-TV"
4458,Africa: The Serengeti,109049,"Documentary, Short"
4459,Alaska: Spirit of the Wild,130445,"Documentary, Short"
4461,Siegfried & Roy: The Magic Box,182299,"Documentary, Biography"
4462,18 Again!,94593,"Comedy, Fantasy, Romance"
4463,Star Trek,60028,"Action, Adventure, Mystery"
4464,The Accidental Tourist,94606,"Drama, Romance"
4465,The Accused,94608,"Crime, Drama"
4466,Above the Law,94602,"Action, Crime, Mystery"
4467,The Adventures of Baron Munchausen,96764,"Adventure, Comedy, Fantasy"
4468,Apartment Zero,94667,"Drama, Thriller"
4469,Appointment with Death,94669,"Crime, Drama, Mystery"
4470,The Little Mermaid: Ariel's Beginning,969647,"Animation, Drama, Family"
4471,Arthur 2: On the Rocks,94678,"Comedy, Romance"
4472,Bad Dreams,94701,"Horror, Thriller"
4473,Bat*21,94712,"Drama, War"
4474,The Beach,163978,"Adventure, Drama, Romance"
4475,The Beast of War,94716,War
4476,Big Business,19688,"Short, Comedy, Family"
4477,Big Top Pee-wee,94744,"Adventure, Comedy, Romance"
4478,Biloxi Blues,94746,"Comedy, Drama"
4479,The Birds,56869,"Drama, Horror, Mystery"
4480,The Blob,94761,"Horror, Sci-Fi, Thriller"
4481,The Boost,94783,"Drama, Romance"
4482,"Bright Lights, Big City",94799,Drama
4483,Caddyshack II,94824,"Comedy, Sport"
4484,Camille Claudel,94828,"Biography, Drama, History"
4485,Casual Sex?,94846,Comedy
4486,Clean and Sober,94884,Drama
4487,Cocktail,94889,"Comedy, Drama, Romance"
4488,Colors,94894,"Action, Crime, Drama"
4489,Coming to America,94898,"Comedy, Romance"
4490,The Couch Trip,94910,Comedy
4491,Criminal Law,97125,"Crime, Thriller"
4492,Critters,90887,"Action, Comedy, Horror"
4493,Critters 2,94919,"Comedy, Horror, Sci-Fi"
4494,Critters 3,101627,"Comedy, Horror, Sci-Fi"
4495,Crossing Delancey,94921,"Comedy, Romance"
4496,DOA: Dead or Alive,398913,"Action, Adventure"
4497,Dead Heat,94961,"Action, Comedy, Horror"
4498,The Dead Pool,94963,"Action, Mystery, Thriller"
4499,Dirty Rotten Scoundrels,95031,"Comedy, Crime"
4500,Drowning by Numbers,92929,"Comedy, Drama, Romance"
4501,"Elvira, Mistress of the Dark",95088,"Comedy, Horror"
4502,Ernest Saves Christmas,95107,"Comedy, Family, Fantasy"
4503,Everybody's All-American,95119,"Drama, Romance, Sport"
4504,Feds,95145,"Comedy, Crime"
4505,For Keeps?,95169,"Comedy, Drama, Romance"
4506,Frantic,95174,"Crime, Drama, Mystery"
4507,Fresh Horses,95178,Drama
4508,Gorillas in the Mist: The Story of Dian Fossey,95243,"Biography, Drama"
4509,The Great Outdoors,95253,Comedy
4510,Heartbreak Hotel,785002,Comedy
4511,High Spirits,95304,"Comedy, Fantasy, Horror"
4512,Hot to Trot,95326,"Comedy, Fantasy"
4513,The House on Carroll Street,95333,"Drama, Thriller"
4514,Howling IV: The Original Nightmare,95334,Horror
4515,Imagine: John Lennon,95360,"Documentary, Biography, Music"
4516,Johnny Be Good,95409,"Comedy, Sport"
4517,Lady in White,95484,"Fantasy, Horror, Mystery"
4518,The Lair of the White Worm,95488,"Comedy, Horror"
4519,The Land Before Time,95489,"Animation, Adventure, Family"
4520,License to Drive,95519,Comedy
4521,Little Nikita,95532,"Drama, Thriller"
4522,Masquerade,95599,"Crime, Drama, Romance"
4523,The Milagro Beanfield War,95638,"Comedy, Fantasy, Drama"
4524,Moon Over Parador,95654,"Comedy, Romance"
4525,Moving,95662,Comedy
4526,My Stepmother Is an Alien,95687,"Comedy, Romance, Sci-Fi"
4527,A Night in the Life of Jimmy Reardon,95736,"Comedy, Drama, Romance"
4528,Off Limits,95774,"Action, Thriller, War"
4529,Out of Rosenheim,95801,"Comedy, Drama"
4530,Permanent Record,95853,"Drama, Music, Romance"
4531,Red Heat,95963,"Action, Comedy, Crime"
4532,Return of the Living Dead Part II,95990,"Comedy, Horror, Sci-Fi"
4533,The Return of the Living Dead,89907,"Comedy, Horror, Sci-Fi"
4534,The Man from Snowy River II,95993,"Adventure, Drama, Western"
4535,The Man from Snowy River,84296,"Adventure, Drama, Family"
4536,Rocket Gibraltar,96003,Drama
4537,Running on Empty,96018,"Crime, Drama, Music"
4538,Salome's Last Dance,96029,"Biography, Comedy, Drama"
4539,Salsa,229694,"Comedy, Music, Romance"
4540,Satisfaction,1129029,Drama
4541,The Serpent and the Rainbow,96071,"Fantasy, Horror"
4542,Shakedown,96087,"Action, Crime, Drama"
4543,Shoot to Kill,96098,"Action, Adventure, Crime"
4544,Short Circuit,91949,"Comedy, Family, Sci-Fi"
4545,Short Circuit,91949,"Comedy, Family, Sci-Fi"
4546,Spoorloos,96163,"Crime, Mystery, Thriller"
4547,Stormy Monday,96180,"Crime, Drama, Music"
4548,Before Sunset,381681,"Drama, Romance"
4549,Sweet Hearts Dance,96200,"Comedy, Drama, Romance"
4550,Switching Channels,96203,"Comedy, Crime"
4551,The Telephone,96241,"Comedy, Drama"
4552,Tetsuo,96251,"Horror, Sci-Fi"
4553,They Live,96256,"Horror, Sci-Fi, Thriller"
4554,To Kill a Priest,96280,"Drama, History, Thriller"
4555,Torch Song Trilogy,96289,"Comedy, Drama, Romance"
4556,Track 29,96294,"Drama, Mystery"
4557,Tucker: The Man and His Dream,96316,"Biography, Drama"
4558,Twins,96320,"Comedy, Crime"
4559,Vice Versa,96380,"Comedy, Fantasy"
4560,The Watcher,204626,"Crime, Horror, Mystery"
4561,Waxwork,96426,"Comedy, Horror"
4562,Without a Clue,96454,"Comedy, Crime, Mystery"
4563,Young Einstein,96486,"Comedy, History"
4564,The First $20 Million Is Always the Hardest,280674,Comedy
4565,American Ninja,88708,"Action, Adventure, Romance"
4566,American Ninja 2: The Confrontation,92548,"Action, Drama"
4567,American Ninja 3: Blood Hunt,96804,"Action, Drama"
4568,Best of the Best,96913,"Action, Drama, Sport"
4569,Best of the Best 2,106393,"Action, Crime, Drama"
4570,Movie Critters' Big Picture,382186,"Animation, Comedy, Family"
4571,Bill & Ted's Excellent Adventure,96928,"Adventure, Comedy, Music"
4572,Black Rain,96933,"Action, Crime, Thriller"
4573,Blaze,96943,"Biography, Drama"
4574,Blind Fury,96945,"Action, Comedy, Crime"
4575,The Hunting Party,455782,"Adventure, Comedy, Drama"
4576,C.H.U.D. II - Bud the Chud,97001,"Comedy, Horror, Sci-Fi"
4577,Casualties of War,97027,"Crime, Drama, War"
4578,Chances Are,97044,"Comedy, Fantasy, Romance"
4579,Cookie's Fortune,126250,"Comedy, Drama"
4580,Cyborg,97138,"Action, Sci-Fi, Thriller"
4581,Getting Even with Dad,109891,"Comedy, Crime, Family"
4582,Dead Bang,97166,"Action, Crime, Drama"
4583,Disorganized Crime,97211,"Action, Comedy, Crime"
4584,Dream a Little Dream,97236,"Comedy, Drama, Romance"
4585,The Dream Team,97235,Comedy
4586,A Dry White Season,97243,"Drama, Thriller"
4587,Earth Girls Are Easy,97257,"Comedy, Musical, Romance"
4588,Eddie and the Cruisers II: Eddie Lives!,97262,"Drama, Music, Romance"
4589,Eddie and the Cruisers,85475,"Drama, Mystery, Music"
4590,Enemies: A Love Story,97276,"Comedy, Drama, Romance"
4591,Erik the Viking,97289,"Comedy, Adventure, Fantasy"
4592,The Experts,97314,Comedy
4593,Family Business,97328,"Crime, Drama"
4594,Farewell to the King,97334,"Action, Adventure, Drama"
4595,Fat Man and Little Boy,97336,"Biography, Drama, History"
4596,The Girl in a Swing,97435,"Drama, Fantasy, Romance"
4597,Gleaming the Cube,97438,"Action, Drama, Mystery"
4598,Going Overboard,96870,Comedy
4599,Great Balls of Fire!,97457,"Biography, Drama, Music"
4600,Gross Anatomy,97458,Drama
4601,Chun gwong cha sit,118845,"Drama, Romance"
4602,Harlem Nights,97481,"Comedy, Crime, Drama"
4603,Her Alibi,97500,"Comedy, Crime, Mystery"
4604,Homer and Eddie,97521,"Comedy, Crime, Drama"
4605,How to Get Ahead in Advertising,97531,"Comedy, Fantasy"
4606,Immediate Family,97567,Drama
4607,North Country,395972,Drama
4608,An Innocent Man,97579,"Action, Crime, Drama"
4609,Jacknife,97607,Drama
4610,The January Man,97613,"Action, Crime, Mystery"
4611,Johnny Handsome,97626,"Crime, Drama, Thriller"
4612,Jésus de Montréal,97635,Drama
4613,K-9,97637,"Action, Comedy, Crime"
4614,Kickboxer,97659,"Action, Sport"
4615,Last Exit to Brooklyn,97714,Drama
4616,Lean on Me,97722,Drama
4617,Let It Ride,97731,"Comedy, Action"
4618,Leviathan,97737,"Adventure, Horror, Mystery"
4619,Little Monsters,97758,"Comedy, Adventure, Family"
4620,Lock Up,97770,"Crime, Drama, Thriller"
4621,Look Who's Talking,97778,"Comedy, Romance"
4622,Loverboy,388213,"Drama, Romance"
4623,Major League,97815,"Comedy, Sport"
4624,Meet the Feebles,97858,"Comedy, Music, Musical"
4625,Millennium,115270,"Crime, Drama, Mystery"
4626,Miracle Mile,97889,"Action, Drama, Romance"
4627,Miss Firecracker,97892,Comedy
4628,New York Stories,97965,"Comedy, Drama, Romance"
4629,Next of Kin,97967,"Action, Crime, Thriller"
4630,No Holds Barred,97987,"Action, Sport"
4631,Old Gringo,98022,"Adventure, History, Romance"
4632,The Package,98051,"Action, Crime, Drama"
4633,Meet the Parents,212338,Comedy
4634,Penn & Teller Get Killed,98073,"Adventure, Comedy"
4635,Pink Cadillac,98097,"Action, Comedy, Crime"
4636,Punisher: War Zone,450314,"Action, Crime, Drama"
4637,Red Scorpion,98180,"Action, Adventure"
4638,Jurassic Park III,163025,"Action, Adventure, Sci-Fi"
4639,America's Sweethearts,265029,"Comedy, Romance"
4640,"O Brother, Where Art Thou?",190590,"Adventure, Comedy, Crime"
4641,Ghost World,162346,"Comedy, Drama"
4642,Hedwig and the Angry Inch,248845,"Comedy, Drama, Music"
4643,Planet of the Apes,63442,"Adventure, Romance, Sci-Fi"
4644,Pane e tulipani,237539,"Comedy, Romance"
4645,The Cure,112757,Drama
4646,Greenfingers,203540,"Comedy, Crime, Romance"
4649,Wet Hot American Summer,243655,"Comedy, Romance"
4650,Relentless,98184,"Crime, Thriller"
4651,Blueberry,276830,"Adventure, Western"
4652,The Return of Swamp Thing,98193,"Sci-Fi, Horror, Comedy"
4653,The Return of the Musketeers,98194,"Action, Adventure, Comedy"
4654,Road House,98206,"Action, Thriller"
4655,Romero,98219,"Biography, Crime, Drama"
4656,Rosalie Goes Shopping,98224,Comedy
4657,Rude Awakening,165057,Comedy
4658,Santa sangre,98253,"Drama, Fantasy, Horror"
4659,Notes on a Scandal,465551,"Crime, Drama, Romance"
4660,Scenes from the Class Struggle in Beverly Hills,98261,Comedy
4661,Sea of Love,98273,"Crime, Drama, Mystery"
4662,"See No Evil, Hear No Evil",98282,"Comedy, Crime"
4663,She's Out of Control,98308,Comedy
4664,Shirley Valentine,98319,"Comedy, Drama, Romance"
4665,Shocker,98320,"Comedy, Horror, Thriller"
4666,Skin Deep,98343,"Comedy, Drama, Romance"
4667,Slaves of New York,98347,Drama
4668,Some Girls,98356,"Comedy, Drama, Romance"
4669,Stepfather II,98385,"Horror, Thriller"
4670,The Stepfather,94035,"Crime, Drama, Horror"
4671,Sweetie,98725,"Comedy, Drama"
4672,The Tall Guy,98436,"Comedy, Romance"
4673,Tango & Cash,98439,"Action, Comedy, Crime"
4674,This Is Spinal Tap,88258,"Comedy, Music"
4675,Three Fugitives,98471,"Action, Comedy"
4676,Troop Beverly Hills,98519,"Adventure, Comedy"
4677,Turner & Hooch,98536,"Comedy, Crime, Drama"
4678,UHF,98546,"Comedy, Drama"
4679,Uncle Buck,98554,Comedy
4680,Vampire's Kiss,98577,"Comedy, Horror"
4681,The War of the Roses,98621,"Comedy, Romance"
4682,Warlock,98622,"Action, Fantasy, Horror"
4683,The Wizard,98663,"Adventure, Comedy, Drama"
4684,Worth Winning,98678,"Comedy, Romance"
4685,Warlock: The Armageddon,108517,"Fantasy, Horror"
4686,Weekend at Bernie's II,108539,"Comedy, Fantasy"
4687,Billy Liar,56868,"Comedy, Drama, Romance"
4688,Black Robe,101465,"Adventure, Drama, History"
4689,Il gatto a nove code,65761,"Horror, Mystery, Thriller"
4690,The Cotton Club,87089,"Crime, Drama, Music"
4691,Def-Con 4,87130,"Action, Sci-Fi"
4692,The Hotel New Hampshire,87428,"Comedy, Drama, Romance"
4693,Idiot Box,116604,"Comedy, Crime, Drama"
4694,Left Luggage,119512,Drama
4695,Who'll Stop the Rain,78490,"Action, Crime, Drama"
4696,"Zorro, the Gay Blade",83366,"Action, Adventure, Comedy"
4697,Basket Case,83624,"Comedy, Horror"
4698,Orphans,119842,"Comedy, Drama"
4699,Original Sin,218922,"Drama, Mystery, Romance"
4700,The Princess Diaries,247638,"Comedy, Family, Romance"
4701,Rush Hour 2,266915,"Action, Comedy, Crime"
4702,Thomas est amoureux,262826,"Comedy, Drama, Romance"
4703,Chocolat,241303,"Drama, Romance"
4704,Hatari!,56059,"Action, Adventure, Drama"
4705,La cage aux folles,77288,Comedy
4706,La cage aux folles II,80489,Comedy
4707,Liebestraum,102299,"Mystery, Thriller"
4708,Marat/Sade,60668,"Drama, History, Music"
4709,Paint Your Wagon,64782,"Comedy, Drama, Musical"
4710,The Shootist,75213,"Drama, Romance, Western"
4711,Theremin: An Electronic Odyssey,108323,"Documentary, Biography, History"
4712,L'enfant sauvage,64285,Drama
4713,Altered States,80360,"Horror, Sci-Fi, Thriller"
4714,Any Which Way You Can,80377,"Action, Comedy"
4715,A Crude Awakening: The Oil Crash,776794,"Documentary, War"
4716,Bad Timing,80408,"Drama, Mystery, Thriller"
4717,The Big Brawl,80436,"Action, Comedy, Crime"
4718,American Pie,163651,Comedy
4719,Osmosis Jones,181739,"Animation, Action, Adventure"
4720,The Others,230600,"Fantasy, Horror, Thriller"
4721,American Outlaws,244000,"Action, Western"
4722,All Over the Guy,250202,"Comedy, Romance"
4723,The Deep End,250323,"Crime, Drama, Mystery"
4724,On the Edge,221559,Drama
4725,Session 9,261983,"Horror, Mystery"
4726,The Turandot Project,262076,"Documentary, Music"
4727,Captain Corelli's Mandolin,238112,"Drama, Music, Romance"
4728,Rat Race,250687,"Adventure, Comedy"
4729,Aberdeen,168446,Drama
4731,Innocence,375233,"Drama, Mystery"
4732,Bubble Boy,258470,"Adventure, Comedy, Romance"
4733,The Curse of the Jade Scorpion,256524,"Comedy, Crime, Mystery"
4734,Jay and Silent Bob Strike Back,261392,Comedy
4735,Ghosts of Mars,228333,"Action, Horror, Sci-Fi"
4736,Summer Catch,234829,"Comedy, Drama, Romance"
4737,An American Rhapsody,221799,Drama
4738,Happy Accidents,208196,"Comedy, Romance"
4739,Famous,233699,"Comedy, Drama"
4740,Maybe Baby,206926,"Comedy, Romance"
4741,Tillsammans,203166,"Comedy, Drama, Romance"
4743,Tortilla Soup,255653,"Comedy, Romance, Drama"
4744,Jeepers Creepers,263488,"Horror, Mystery"
4745,O,184791,"Drama, Romance, Thriller"
4746,Waking Up in Reno,219400,"Comedy, Romance"
4747,Speedway Junky,155197,"Crime, Drama, Romance"
4748,3 Ninjas,103596,"Action, Comedy, Family"
4749,3 Ninjas Kick Back,109015,"Family, Comedy, Action"
4750,3 Ninjas Knuckle Up,112255,"Comedy, Action, Family"
4751,The Hunter,80907,"Action, Biography, Comedy"
4752,Maniac,81114,"Drama, Horror, Thriller"
4753,Interview with the Vampire: The Vampire Chronicles,110148,"Drama, Fantasy, Horror"
4754,The Wicker Man,70917,"Horror, Mystery"
4755,Wish Upon a Star,118178,"Comedy, Family, Fantasy"
4756,The Three Musketeers,72281,"Action, Adventure"
4757,Rock Star,202470,"Drama, Music"
4758,Soul Survivors,218619,"Drama, Horror, Mystery"
4759,Two Can Play That Game,269341,"Comedy, Romance"
4760,Bounce: Behind the Velvet Rope,238066,Documentary
4761,Diamond Men,200427,Drama
4763,Satree lek,263957,"Comedy, Drama, Sport"
4764,Kill Me Later,243595,"Crime, Drama, Thriller"
4765,L.I.E.,242587,"Crime, Drama"
4766,La virgen de los sicarios,250809,"Crime, Drama, Romance"
4767,Abbott and Costello Meet the Mummy,47795,"Action, Adventure, Comedy"
4768,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",13086,"Crime, Mystery, Thriller"
4769,Into the Arms of Strangers: Stories of the Kindertransport,248912,"Documentary, History, War"
4770,The Glass House,221218,"Crime, Drama, Mystery"
4771,Hard Ball,180734,"Drama, Sport"
4772,Dinner Rush,229340,"Crime, Drama, Romance"
4773,Haiku Tunnel,273253,Comedy
4774,Big Trouble,246464,"Comedy, Crime, Thriller"
4775,Glitter,118589,"Drama, Music, Romance"
4776,Training Day,139654,"Crime, Drama, Thriller"
4777,The American Astronaut,243759,"Musical, Comedy, Sci-Fi"
4778,Children Underground,264476,Documentary
4779,Go Tigers!,270971,"Documentary, Sport"
4780,Taken,936501,"Action, Thriller"
4781,Megiddo: The Omega Code 2,263728,"Action, Adventure, Fantasy"
4782,Sidewalks of New York,239986,"Comedy, Romance"
4783,The Endurance: Shackleton's Legendary Antarctic Expedition,264578,"Documentary, History"
4784,The French Lieutenant's Woman,82416,"Drama, Romance"
4785,Il grande silenzio,63032,Western
4786,The Legend of Hell House,70294,Horror
4787,Little Man Tate,102316,Drama
4788,Moskva slezam ne verit,79579,"Comedy, Drama, Romance"
4789,Phantom of the Paradise,71994,"Comedy, Drama, Fantasy"
4790,The Return of a Man Called Horse,75132,"Western, Drama"
4791,Valdez Is Coming,67921,Western
4792,Thir13en Ghosts,245674,Horror
4793,Montenegro,82770,"Drama, Comedy"
4794,The Phantom of the Opera,16220,"Horror, Romance"
4795,Father Goose,58092,"Adventure, Comedy, Romance"
4796,The Grass Is Greener,53877,"Comedy, Drama, Romance"
4797,A Hole in the Head,52896,Comedy
4798,Indiscreet,51773,"Comedy, Romance"
4799,It's a Mad Mad Mad Mad World,57193,"Action, Adventure, Comedy"
4800,King Solomon's Mines,42646,"Adventure, Romance, Action"
4801,The Little Foxes,33836,"Drama, Romance"
4802,Operation Petticoat,53143,"Comedy, Romance, War"
4803,Play Misty for Me,67588,Thriller
4804,Pocketful of Miracles,55312,"Comedy, Drama"
4805,Sayonara,50933,"Drama, Romance"
4806,Obchod na korze,59527,Drama
4807,The Hunting Party,455782,"Adventure, Comedy, Drama"
4808,The Vanishing,108473,"Drama, Horror, Mystery"
4809,Silkwood,86312,"Biography, Drama, History"
4810,I Never Promised You a Rose Garden,76172,"Drama, Fantasy"
4811,Quadrophenia,79766,"Drama, Music"
4812,SpaceCamp,91993,"Adventure, Family, Sci-Fi"
4813,When Worlds Collide,44207,"Action, Sci-Fi, Thriller"
4814,Don't Say a Word,260866,"Crime, Drama, Mystery"
4815,Hearts in Atlantis,252501,"Drama, Mystery"
4816,Zoolander,196229,Comedy
4817,Born Romantic,236034,Comedy
4818,Extreme Days,245891,"Action, Adventure, Comedy"
4819,Go Figure,447987,"Comedy, Drama, Family"
4820,Won't Anybody Listen,281376,"Documentary, Music"
4821,Joy Ride,206314,"Mystery, Thriller"
4822,Max Keeble's Big Move,273799,"Comedy, Crime, Family"
4823,Serendipity,240890,"Comedy, Romance"
4824,Grateful Dawg,265212,Documentary
4825,La ciénaga,240419,"Comedy, Drama"
4826,The Big Red One,80437,"Drama, War"
4827,Boogeyman,357507,"Drama, Horror, Mystery"
4828,La boum,82100,"Comedy, Drama, Romance"
4829,Lady in a Cage,58283,"Drama, Horror, Thriller"
4830,Brubaker,80474,"Crime, Drama"
4831,Can't Stop the Music,80492,"Biography, Comedy, Musical"
4832,Carny,80500,Drama
4833,Changeling,824747,"Crime, Drama, Mystery"
4834,Cheech & Chong's Next Movie,80520,"Comedy, Crime, Sci-Fi"
4835,Coal Miner's Daughter,80549,"Biography, Drama, Music"
4836,The Competition,80556,"Drama, Romance, Music"
4837,Cruising,80569,"Crime, Mystery, Thriller"
4838,DOA: Dead or Alive,398913,"Action, Adventure"
4839,Death Ship,80603,"Adventure, Horror, Mystery"
4840,Le dernier métro,80610,"Drama, Romance, War"
4841,Divine Madness,80634,"Documentary, Comedy, Music"
4842,The Dogs of War,80641,"Action, Adventure, Drama"
4843,The Learning Curve,219126,"Crime, Drama, Thriller"
4844,Bandits,219965,"Comedy, Crime, Drama"
4845,Corky Romano,250310,"Comedy, Crime"
4846,Siu nin Wong Fei Hung ji: Tit Ma Lau,108148,"Action, Crime, Drama"
4847,À ma soeur!,243255,Drama
4848,Mulholland Dr.,166924,"Drama, Mystery, Thriller"
4849,My First Mister,206963,"Comedy, Drama, Romance"
4850,Spriggan,164917,"Animation, Action, Adventure"
4851,Things Behind the Sun,245501,"Drama, Music"
4852,Bones,166110,"Crime, Horror"
4853,Brannigan,72732,"Action, Comedy, Crime"
4854,Clambake,61489,"Comedy, Musical"
4855,Dirty Harry,66999,"Action, Crime, Drama"
4856,Destiny in Space,109609,"Documentary, Short"
4857,Fiddler on the Roof,67093,"Drama, Family, Musical"
4858,Hail Columbia!,84043,"Short, Documentary"
4859,Kansas City,116745,"Crime, Drama, Music"
4860,Making the Grade,87666,"Comedy, Romance, Sport"
4861,Mission to Mir,119682,"Documentary, Short"
4862,Not Without My Daughter,102555,"Drama, Thriller"
4863,Female Trouble,72979,"Comedy, Crime"
4864,Titanica,105601,"Documentary, History"
4865,From Hell,120681,"Horror, Mystery, Thriller"
4866,The Last Castle,272020,"Action, Drama, Thriller"
4867,Riding in Cars with Boys,200027,"Biography, Comedy, Drama"
4868,Bangkok Dangerous,814022,"Action, Crime, Thriller"
4869,Plata quemada,227277,"Crime, Drama, Romance"
4870,Dancing at the Blue Iguana,217355,"Drama, Mystery"
4871,Auto Focus,298744,"Biography, Crime, Drama"
4872,Intimacy,256103,"Drama, Romance"
4873,Waking Life,243017,"Animation, Drama, Fantasy"
4874,K-PAX,272152,"Drama, Mystery, Sci-Fi"
4875,On the Line,279286,"Comedy, Family, Romance"
4876,Thir13en Ghosts,245674,Horror
4877,Better Than Sex,236019,"Drama, Romance"
4878,Donnie Darko,246578,"Drama, Sci-Fi, Thriller"
4879,High Heels and Low Lifes,253126,"Action, Drama, Comedy"
4880,Life as a House,264796,Drama
4881,The Man Who Wasn't There,243133,"Crime, Drama"
4883,La ville est tranquille,234988,Drama
4884,Trembling Before G-d,278102,Documentary
4885,Domestic Disturbance,249478,"Crime, Mystery, Thriller"
4886,"Monsters, Inc.",198781,"Animation, Adventure, Comedy"
4887,The One,267804,"Action, Sci-Fi, Thriller"
4888,Tape,275719,Drama
4889,Heist,252503,"Action, Crime, Drama"
4890,Shallow Hal,256380,"Comedy, Drama, Fantasy"
4892,Maze,246072,"Drama, Romance"
4893,When a Stranger Calls,455857,"Horror, Thriller"
4894,Timerider: The Adventure of Lyle Swann,86443,"Action, Adventure, Sci-Fi"
4895,The Wash,290332,Comedy
4896,Harry Potter and the Sorcerer's Stone,241527,"Adventure, Family, Fantasy"
4897,The Fluffer,245115,"Drama, Comedy, Romance"
4898,Novocaine,234354,"Comedy, Crime, Drama"
4899,Black Knight,265087,"Adventure, Comedy, Fantasy"
4900,Out Cold,253798,"Comedy, Sport"
4901,Spy Game,266987,"Action, Crime, Thriller"
4902,El espinazo del diablo,256009,"Drama, Fantasy, Horror"
4903,In the Bedroom,247425,"Crime, Drama"
4905,Hell Up in Harlem,70169,"Crime, Drama"
4907,Across 110th Street,68168,"Action, Crime, Drama"
4908,Le petit soldat,54177,"War, Drama"
4909,The Incredible Shrinking Woman,82558,"Comedy, Sci-Fi"
4910,Keetje Tippel,73233,"Drama, Romance"
4911,Jabberwocky,76221,"Adventure, Comedy, Fantasy"
4912,Funny Girl,62994,"Biography, Comedy, Drama"
4914,À bout de souffle,53472,"Crime, Drama"
4915,The Beastmaster,83630,"Action, Adventure, Fantasy"
4916,Midway,74899,"Action, Drama, History"
4917,MacArthur,76342,"Biography, Drama, History"
4918,The Young Lions,52415,"Action, Drama, War"
4919,Subway,90095,"Comedy, Drama, Thriller"
4920,"Now, Voyager",35140,"Drama, Romance"
4921,Little Women,110367,"Drama, Family, Romance"
4922,Halls of Montezuma,42539,"Adventure, War, Drama"
4923,Guadalcanal Diary,35957,"Drama, War"
4924,Lo sbarco di Anzio,62673,"Drama, History, War"
4925,The Cheap Detective,77321,"Comedy, Crime, Mystery"
4926,Iedereen beroemd!,209037,"Comedy, Drama, Music"
4927,The Last Wave,76299,"Drama, Fantasy, Mystery"
4928,Cet obscur objet du désir,75824,"Comedy, Drama"
4929,Toy Story,114709,"Animation, Adventure, Comedy"
4930,Funeral in Berlin,60437,Thriller
4931,Don't Go in the House,80646,Horror
4932,Dressed to Kill,38494,Mystery
